event,field,producer,consumer,status,evidence
marketplace.order.delivered,total_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.order.paid,total_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.cancelled,store_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.cancelled,sku,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.cancelled,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.cancelled,price_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.cancelled,stock_location_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.completed,store_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.completed,sku,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.completed,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.completed,price_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.completed,stock_location_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.paused,store_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.paused,sku,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.paused,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.paused,price_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.paused,stock_location_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,store_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,sku,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,price_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,stock_location_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.submitted,store_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.submitted,sku,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.submitted,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.submitted,price_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.product.submitted,stock_location_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.review.published,order_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.review.published,rating,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.review.rejected,order_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.review.rejected,rating,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.approved,company_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.approved,company_status,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.approved,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.rejected,company_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.rejected,company_status,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.rejected,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.submitted,company_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.submitted,company_status,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.store.submitted,name,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.accepted,origin,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.accepted,destination,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.accepted,vehicle_type,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.cancelled,origin,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.cancelled,destination,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.cancelled,vehicle_type,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.completed,origin,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.completed,destination,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ride.completed,vehicle_type,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ticket.used,route_code,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ticket.used,amount_brl,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ticket.used,qr_token_hash,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
mobility.ticket.used,nfc_token_hash,mobility,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.activated,property_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.activated,tenant_user_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.activated,starts_at,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.activated,rent_amount_brl,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.terminated,property_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.terminated,tenant_user_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.terminated,starts_at,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.lease.terminated,rent_amount_brl,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.completed,property_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.completed,issue_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.completed,requested_at,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.scheduled,property_id,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.scheduled,issue_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.maintenance.scheduled,requested_at,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.cancelled,address,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.cancelled,property_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.completed,address,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.completed,property_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.paused,address,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.paused,property_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,address,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,property_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.submitted,address,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
property.submitted,property_type,property,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.approved,cnh_number_hash,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.approved,cnh_category,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.approved,wallet_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.rejected,cnh_number_hash,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.rejected,cnh_category,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.rejected,wallet_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.submitted,cnh_number_hash,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.submitted,cnh_category,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.submitted,wallet_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.approved,rider_profile_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.approved,type,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.approved,license_plate,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.rejected,rider_profile_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.rejected,type,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.rejected,license_plate,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.submitted,rider_profile_id,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.submitted,type,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
rider.vehicle.submitted,license_plate,riders,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.provider.cancelled,category,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.provider.completed,category,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.provider.paused,category,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,category,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.provider.submitted,category,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.contract.created,visit_price_brl,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.contract.completed,visit_price_brl,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
services.contract.disputed,visit_price_brl,services,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.cancelled,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.cancelled,external_sku,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.cancelled,name,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.cancelled,list_price_brl,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.completed,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.completed,external_sku,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.completed,name,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.completed,list_price_brl,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.paused,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.paused,external_sku,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.paused,name,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.paused,list_price_brl,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,external_sku,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,name,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,list_price_brl,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.submitted,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.submitted,external_sku,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.submitted,name,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.catalog_product.submitted,list_price_brl,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.acknowledged,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.acknowledged,catalog_product_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.acknowledged,external_order_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.cancelled,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.cancelled,catalog_product_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.cancelled,external_order_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.delivered,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.delivered,catalog_product_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.delivered,external_order_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.shipped,supplier_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.shipped,catalog_product_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier_order.shipped,external_order_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.approved,company_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.approved,company_status,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.rejected,company_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.rejected,company_status,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.submitted,company_id,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
stock.supplier.submitted,company_status,stock,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.approved,name,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.approved,coverage,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.rejected,name,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.rejected,coverage,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.submitted,name,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.carrier.submitted,coverage,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.audit_closed,freight_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.audit_closed,audit_result,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.audit_closed,audited_at,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.approved,carrier_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.approved,route_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.approved,freight_brl,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.approved,scheduled_at,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.completed,carrier_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.completed,route_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.completed,freight_brl,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.completed,scheduled_at,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.dispatched,carrier_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.dispatched,route_id,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.dispatched,freight_brl,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.freight.dispatched,scheduled_at,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.route.activated,origin,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.route.activated,destination,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.route.activated,distance_km,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
tms.route.activated,eta_minutes,tms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.bin.cancelled,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.bin.cancelled,code,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.bin.completed,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
